conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;sentiment
1.87e+18;Sat Dec 28 10:02:46 +0000 2024;1;Benarkah kenaikan PPN 12% untuk mendukung program makan bergizi gratis? Nonton #MetroTVKontroversi episode PPN 12 PERSEN SUDAH TEKEN selengkapnya di https://t.co/SD3A4g5qxC #kenaikanppn #ppnnaik #ppn12persen https://t.co/43jd6zI1C5;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872946158253047808/pu/img/TSi790X4tmeW-ZKz.jpg;;in;;0.0;0.0;0.0;https://x.com/Metro_TV/status/1872946282698072206;57261519.0;Metro_TV;neutral
1.87e+18;Sat Dec 14 13:00:22 +0000 2024;1;Wakil Ketua Komisi XI DPR RI Hanif Dhakiri angkat bicara soal wacana pemerintah menaikkan Pajak Pertambahan Nilai (PPN) sebesar 12 persen. Dia menyebut menaikkan PPN merupakan cara paling mudah untuk meningkatkan pendapatan negara. Hal itu disampaikan Hanif dalam diskusi https://t.co/yhylkXijsV;1.87e+18;https://pbs.twimg.com/media/GewtHIMWAAA8Paz.jpg;;in;;0.0;1.0;1.0;https://x.com/VIVAcoid/status/1867917548852740162;41730943.0;VIVAcoid;positive
1.87e+18;Sat Dec 28 06:17:04 +0000 2024;4;Apa urgensi dari kenaikan PPN di saat kondisi ekonomi Indonesia yang belum membaik? Nonton #MetroTVKontroversi episode PPN 12 PERSEN SUDAH TEKEN selengkapnya di https://t.co/SD3A4g5qxC #kenaikanppn #ppnnaik #ppn12persen https://t.co/YXSjVEqa9W;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872889330274074624/pu/img/DWqmQYFzXtQK2EFT.jpg;;in;;0.0;1.0;3.0;https://x.com/Metro_TV/status/1872889486331527501;57261519.0;Metro_TV;neutral
1.86e+18;Fri Dec 06 02:18:18 +0000 2024;2;Presiden Prabowo Subianto menerima Pimpinan dan Anggota DPR RI di Istana Kepresidenan Jakarta pada Kamis 5 Desember 2024. Pada kesempatan itu DPR diskusi dengan Presiden Prabowo terkait rencana kenaikan PPN 12% pada 1 Januari 2025. Wakil Ketua DPR RI Sufmi Dasco Ahmad https://t.co/aQ8pGowhLm;1.86e+18;https://pbs.twimg.com/ext_tw_video_thumb/1864856716191637504/pu/img/GQlfDFtv3aoSr4lY.jpg;;in;;0.0;1.0;1.0;https://x.com/VIVAcoid/status/1864856863793385525;41730943.0;VIVAcoid;neutral
1.87e+18;Sat Dec 28 06:15:30 +0000 2024;0;Adakah manfaat kenaikan PPN 12% untuk masyarakat? Nonton #MetroTVKontroversi episode PPN 12 PERSEN SUDAH TEKEN selengkapnya di https://t.co/SD3A4g5qxC #kenaikanppn #ppnnaik #ppn12persen https://t.co/ob8qKQHi8I;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872888973963739136/pu/img/SGCr0YUwqyBwraqO.jpg;;in;;0.0;0.0;1.0;https://x.com/Metro_TV/status/1872889089911107964;57261519.0;Metro_TV;neutral
1.87e+18;Tue Dec 31 14:45:43 +0000 2024;7;Presiden Prabowo Subianto resmi mengumumkan kenaikan pajak pertambahan nilai (PPN) menjadi 12 persen mulai 1 Januari 2025. PPN 12 persen hanya diterapkan untuk barang dan jasa kategori mewah. Presiden Prabowo menegaskan kenaikan PPN ini hanya berlaku terhadap barang dan jasa https://t.co/cDaTAeZGEK;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1874104554540982273/pu/img/CDxYojNSkEtFwasX.jpg;;in;;2.0;0.0;1.0;https://x.com/Metro_TV/status/1874104653207789779;57261519.0;Metro_TV;neutral
1.86e+18;Sat Nov 30 03:00:03 +0000 2024;1;Ketua Umum Kamar Dagang dan Industri (Kadin) Indonesia Anindya Bakrie merespons terkait rencana diundurnya kenaikan Pajak Pertambahan Nilai (PPN) 12 persen pada 2025 oleh pemerintah. Sebab berdasarkan Undang-undang tentang Harmonisasi Peraturan Perpajakan (HPP) Pasal 7 ayat 1 https://t.co/UmzuUIcFkn;1.86e+18;https://pbs.twimg.com/media/GdmdczTWYAAR060.jpg;;in;;0.0;0.0;0.0;https://x.com/VIVAcoid/status/1862693041930162520;41730943.0;VIVAcoid;neutral
1.87e+18;Thu Dec 19 08:58:22 +0000 2024;13;Warga yang berdandan mirip K-Popers dari berbagai kalangan melakukan aksi menolak kenaikan PPN 12 persen. https://t.co/nZdARTnOVJ;1.87e+18;;;in;Jakarta, Indonesia;0.0;1.0;6.0;https://x.com/republikaonline/status/1869668587130204405;22126902.0;republikaonline;negative
1.87e+18;Sun Dec 29 10:00:13 +0000 2024;23;Pemerintah akan menaikkan tarif PPN dari 11 persen menjadi 12 persen mulai 1 Januari 2025. Kebijakan tersebut adalah berdasarkan Undang Undang Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan. Dalam beleid itu disebutkan bahwa PPN dinaikkan secara bertahap. Tarif 11 https://t.co/g4td5p3y3r;1.87e+18;https://pbs.twimg.com/media/Gf9TuR4XEAAPyJf.jpg;;in;;7.0;93.0;12.0;https://x.com/VIVAcoid/status/1873308028537090438;41730943.0;VIVAcoid;neutral
1.86e+18;Thu Nov 28 04:56:08 +0000 2024;2;Rencana Kenaikan Tarif PPN Jadi 12 Persen pada 2025 Ditunda? Ini Tanggapan Masyarakat https://t.co/rjtYGWcWU7;1.86e+18;;;in;;1.0;0.0;2.0;https://x.com/VIVAcoid/status/1861997480789065741;41730943.0;VIVAcoid;neutral
1.87e+18;Tue Dec 31 11:01:00 +0000 2024;2;Phillip Vermonte selaku juru bicara kantor komunikasi kepresidenan menjelaskan tujuan dari kenaikan PPN 12%. Gimana tanggapan kalian? Nonton #PanggungDemokrasi Political Outlook 2025 hanya di Metro TV selengkapnya di : https://t.co/xqyJlYhJmm #PolitikIndonesia #Politik https://t.co/EfxVLa9PUJ;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1873953855886782464/pu/img/TRiAzz7_JtyKsCsZ.jpg;;in;;1.0;0.0;1.0;https://x.com/Metro_TV/status/1874048103088853271;57261519.0;Metro_TV;neutral
1.87e+18;Sun Dec 29 08:35:26 +0000 2024;1;Presiden ke-7 RI Joko Widodo (Jokowi) turut menanggapi polemik kenaikan Pajak Pertambahan Nilai (PPN) 12%. Jokowi menyebut dirinya mendukung keputusan pemerintah tersebut. #JokoWidodo #Jokowi #PPNNaik #PPN12Persen #MetroTV https://t.co/2tgyPdegET;1.87e+18;https://pbs.twimg.com/amplify_video_thumb/1873286467688251392/img/pXkfGzuQ9jZ0jwm3.jpg;;in;;0.0;11.0;0.0;https://x.com/Metro_TV/status/1873286694902038916;57261519.0;Metro_TV;neutral
1.87e+18;Sat Dec 28 09:57:03 +0000 2024;3;Apakah kenaikan PPN 12% masih bisa ditunda atau dibatalkan? Nonton #MetroTVKontroversi episode PPN 12 PERSEN SUDAH TEKEN selengkapnya di https://t.co/SD3A4g5qxC #kenaikanppn #ppnnaik #ppn12persen https://t.co/DwhSSIkwNH;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872944265296519168/pu/img/P0Ju2juZL-Y6OOE1.jpg;;in;;0.0;0.0;1.0;https://x.com/Metro_TV/status/1872944844731236357;57261519.0;Metro_TV;neutral
1.87e+18;Sat Dec 28 10:01:31 +0000 2024;1;Kenaikan PPN 12% akan menyulitkan pengusaha lalu mengapa pengusaha tidak diajak diskusi? Nonton #MetroTVKontroversi episode PPN 12 PERSEN SUDAH TEKEN selengkapnya di https://t.co/SD3A4g5qxC #kenaikanppn #ppnnaik #ppn12persen https://t.co/qdEZaVQ5UZ;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872945672347082752/pu/img/6MH_q_TbhtkqJZZs.jpg;;in;;0.0;0.0;1.0;https://x.com/Metro_TV/status/1872945967873573146;57261519.0;Metro_TV;negative
1.87e+18;Mon Dec 23 10:46:10 +0000 2024;6;Muzani juga bisa memahami pihak yang semula mendukung berubah menjadi menolak kenaikan PPN 12 persen. https://t.co/PO9OF4bXzK;1.87e+18;;;in;Jakarta, Indonesia;0.0;0.0;3.0;https://x.com/republikaonline/status/1871145267044737030;22126902.0;republikaonline;negative
1.87e+18;Tue Dec 31 23:57:14 +0000 2024;77;Jokowi Daya rusaknya harus diakui memang luar biasa.. Malaikat pun kena tipu bagaimana kita yang cuma rakyat biasa.. . PPN 12% https://t.co/C9hEw8h0au;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1874243431209594880/pu/img/QCQGL6yskDU159QV.jpg;;in;Semarang Timur, Indonesia;1.0;5.0;31.0;https://x.com/Otto_0967/status/1874243450411028945;1.76e+18;Otto_0967;negative
1.87e+18;Thu Dec 26 15:00:00 +0000 2024;0;Ajib Hamdani selaku Analis Kebijakan Ekonomi APINDO menjelaskan tujuan dan dampak dari kenaikan PPN 12 persen kepada masyarakat. Gimana tanggapan kalian? Ada komentar? Saksikan #MetroTVKontroversi PPN 12 PERSEN SUDAH TEKEN hanya di Youtube Metro Tv #Pajak https://t.co/p1dUjrDxNo;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872289353537572864/pu/img/UTz0BYskmFiyiPai.jpg;;in;;0.0;0.0;0.0;https://x.com/Metro_TV/status/1872296310524797070;57261519.0;Metro_TV;neutral
1.87e+18;Tue Dec 31 23:44:39 +0000 2024;49;Selamat 2025 Selamat atas penetapan PPN 12 % Dari @prabowo Presiden Omon-omon....... https://t.co/dcd7f4t7hb;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1874240120553156609/pu/img/DFrS56a40qvoLNEW.jpg;;in;Indonesia;1.0;8.0;16.0;https://x.com/yaniarsim/status/1874240281849323877;9.29e+17;yaniarsim;neutral
1.87e+18;Fri Dec 27 06:41:56 +0000 2024;8;Wakil Ketua MUI Anwar Abbas menyesalkan keputusan pemerintah menaikkan pajak pertambahan nilai (PPN) menjadi 12%. Anwar mengatakan kebijakan ini tidak tepat sebab kondisi ekonomi dan daya beli masyarakat yang sedang menurun. #kenaikanppn #ppn12persen #ppnnaik #mui https://t.co/tma0CSWW0o;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872532089461215232/pu/img/3VjrbjSC1Pnk5kg-.jpg;;in;;2.0;5.0;0.0;https://x.com/Metro_TV/status/1872533356149354856;57261519.0;Metro_TV;neutral
1.87e+18;Sat Dec 28 05:24:42 +0000 2024;6;Kericuhan sempat mewarnai aksi unjuk rasa ratusan mahasiswa yang tergabung dalam Badan Eksekutif Mahasiswa Seluruh Indonesia yang menolak rencana kenaikan PPN 12 persen di Bundaran Patung Kuda Jakarta Pusat. Petugas kepolisian menyemprotkan air dari kendaraan water cannon ke https://t.co/Q6VNStudLy;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872876032044470272/pu/img/OV6A0IqNjw7wUcza.jpg;;in;;0.0;6.0;2.0;https://x.com/Metro_TV/status/1872876308579135687;57261519.0;Metro_TV;neutral
1.87e+18;Fri Dec 27 05:01:17 +0000 2024;0;Menteri Hukum Supratman Andi Agtas mengungkapkan bahwa Presiden Prabowo Subianto akan mengeluarkan sejumlah kebijakan untuk melindungi masyarakat dari dampak kenaikan Pajak Pertambahan Nilai (PPN) yang mencapai 12%. Kebijakan ini akan mencakup stimulus untuk usaha kecil dan https://t.co/bN6CT71DvQ;1.87e+18;https://pbs.twimg.com/amplify_video_thumb/1872507738485669888/img/0os8JgXzIAhLI46w.jpg;;in;;0.0;6.0;0.0;https://x.com/Metro_TV/status/1872508024088326357;57261519.0;Metro_TV;neutral
1.87e+18;Sat Dec 28 06:12:19 +0000 2024;3;Apakah Anda sudah mengurangi untuk membeli sesuatu karena harganya semakin mahal? Nonton #MetroTVKontroversi episode PPN 12 PERSEN SUDAH TEKEN selengkapnya di https://t.co/SD3A4g5qxC #kenaikanppn #ppnnaik #ppn12persen https://t.co/ut7AE5feKN;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872888167214522368/pu/img/vHh-MMMP_rmIpoqJ.jpg;;in;;0.0;0.0;1.0;https://x.com/Metro_TV/status/1872888288941621265;57261519.0;Metro_TV;neutral
1.87e+18;Thu Dec 26 10:33:00 +0000 2024;0;Akankah PPN 12% tetap berlaku 1 Januari 2025? Apakah langkah pemerintah mengurangi dampak kenaikan PPN akan berhasil? Simak pembahasannya di #MetroTVKontroversi PPN 12 PERSEN SUDAH TEKEN hari Kamis (26/12) pukul 21.05 WIB. #kenaikanppn #ppnnaik #ppn12persen #dampakkenaikanppn https://t.co/rKpNEcNC92;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872229075693326337/pu/img/pQ9gi30lB57O4Kly.jpg;;in;;0.0;0.0;0.0;https://x.com/Metro_TV/status/1872229116952654182;57261519.0;Metro_TV;neutral
1.87e+18;Fri Dec 27 07:36:01 +0000 2024;2;Menko bidang PMK Muhaimin Iskandar memastikan pemerintah tidak akan mengelontorkan bantuan sosial khusus dalam menyikapi penerapan tarif PPN 12%. Muhaimin juga mengatakan PPN 12% tidak akan membebani sektor UMKM serta pariwisata. #kenaikanppn #ppn12persen #ppnnaik https://t.co/4KYANlr0xM;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1872544753063219201/pu/img/TAnaupF6ZYTjzDA9.jpg;;in;;0.0;2.0;0.0;https://x.com/Metro_TV/status/1872546963943817442;57261519.0;Metro_TV;neutral
1.87e+18;Tue Dec 31 22:51:38 +0000 2024;1;Selamat pagi 2025 Karena sudah berlaku PPN 12% mari kita https://t.co/5NN17CxfbN;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1874226897686847488/pu/img/ab9MVyFRwFu_2V2M.jpg;;in;Planet Mars;0.0;3.0;0.0;https://x.com/DokFun/status/1874226940988776515;1.35e+18;DokFun;neutral
1.87e+18;Tue Dec 31 11:54:41 +0000 2024;123;Presiden Prabowo Subianto secara resmi mengumumkan kenaikan pajak pertambahan nilai (PPN) menjadi 12 persen mulai 2025. Pengumuman itu disampaikannya di Gedung Kementerian Keuangan (Kemenkeu) Jakarta Pusat Selasa (31/12/2024). Dalam keterangannya Prabowo mengatakan https://t.co/c1WTz5Hqc5;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1874059835463143424/pu/img/j5BrvinaaU4DB61I.jpg;;in;Jakarta;36.0;63.0;48.0;https://x.com/kompascom/status/1874061610970734646;23343960.0;kompascom;neutral
1.87e+18;Tue Dec 31 04:00:01 +0000 2024;162;Wakil Sekretaris Jenderal Partai Gerindra Ahmad Dhani menanggapi isu soal kenaikan tarif pajak pertambahan nilai (PPN) dari 11 persen menjadi 12 persen. Apa katanya? https://t.co/PXa4pncdCC;1.87e+18;https://pbs.twimg.com/ext_tw_video_thumb/1873913614543052802/pu/img/AWz2nNK3qbwCt4YB.jpg;;in;;18.0;125.0;25.0;https://x.com/detikcom/status/1873942157876486457;69183155.0;detikcom;neutral
1.86e+18;Fri Dec 06 05:51:02 +0000 2024;2;Menko Perekonomian Airlangga Hartarto menyatakan pemerintah masih akan membahas dan memfinalisasi kebijakan PPN 12% dalam pertemuan pekan depan. Sebelumnya DPR RI bertemu dengan Presiden RI Prabowo Subianto untuk mengusulkan agar PPN 12% dikenakan selektif dan hanya untuk https://t.co/WiYnySW4Xn;1.86e+18;https://pbs.twimg.com/ext_tw_video_thumb/1864909969109471232/pu/img/8QfZLNpwo_18_mnC.jpg;;in;;0.0;1.0;0.0;https://x.com/Metro_TV/status/1864910400577507836;57261519.0;Metro_TV;neutral
1.87e+18;Tue Dec 24 05:03:32 +0000 2024;0;Nilai tukar (kurs) rupiah pada pembukaan perdagangan di awal pekan ini mengalami pelemahan menjelang Hari Raya Natal. #natal2024 #harinatal #rupiah #kursrupiah #dolaras #amerikaserikat #pertumbuhanekonomi #ekonomiindonesia #ppn #metrotv https://t.co/3SWpqCVUzt;1.87e+18;https://pbs.twimg.com/media/Gfifd8IawAACiVD.jpg;;in;;0.0;1.0;0.0;https://x.com/Metro_TV/status/1871421427322388701;57261519.0;Metro_TV;neutral
1.87e+18;Tue Dec 31 22:21:54 +0000 2024;0;Ttttapi obat dari pbf harganya ikut ppn 12%;1.87e+18;;;in;Disini;0.0;0.0;0.0;https://x.com/blueskeets/status/1874219455674511386;1.64e+18;blueskeets;neutral
1.87e+18;Tue Dec 24 09:56:27 +0000 2024;2;Akankah PPN 12% tetap berlaku 1 Januari 2025? Apakah langkah pemerintah mengurangi dampak kenaikan PPN akan berhasil? Simak pembahasannya di #MetroTVKontroversi PPN 12 PERSEN SUDAH TEKEN hari Kamis (26/12) pukul 21.05 WIB. #kenaikanppn #ppnnaik #ppn12persen #dampakkenaikanppn https://t.co/CZiMWOXdoR;1.87e+18;https://pbs.twimg.com/media/Gfji5p0a0AA0Ak2.jpg;;in;;0.0;0.0;0.0;https://x.com/Metro_TV/status/1871495144526258508;57261519.0;Metro_TV;neutral
